Country,Year,Electricity_access,Adj_savCO2_damage,Exports,GDP_per_capita,Imports,Inflation,Primary_school_enrol,Secondary_school_enrol,Unemployment_rate_male,Unemployment_rate_women,Co2_prod_tonnes,Income_classification,Life_expectancy,Internet,Population,Regime_type,Rural_population,Urban_population,World_Regions
Bhutan,2010,73.28291087,0.953705176,43.48069242,2258.186435,72.44380369,7.036383161,108.214447,63.56647873,2.7,4,0.464,Lower-middle income,68.384,13.6,685502,Electoral Democracy,65.207,34.793,Central and Southern Asia
Bhutan,2011,81.68799591,1.316674298,42.20491528,2563.261224,72.1959181,8.848985699,110.8769836,67.24878693,1.9,4.5,0.667,Lower-middle income,68.84,14.4,693297,Electoral Democracy,64.415,35.585,Central and Southern Asia
Bhutan,2012,91.5,1.583297928,39.64735231,2538.949519,64.53948951,10.91965694,111.9010315,71.69738007,1.9,2.2,0.772,Lower-middle income,69.263,15.6,701582,Electoral Democracy,63.629,36.371,Central and Southern Asia
Bhutan,2013,87.37114716,1.824627505,41.43022537,2472.724753,63.76908105,7.006666667,106.9431076,75.61264801,2.2,3.7,0.853,Lower-middle income,69.662,22.4,710235,Electoral Democracy,62.851,37.149,Central and Southern Asia
Bhutan,2014,91.39948273,1.972995349,37.45195066,2652.225654,60.85714736,8.271060939,105.4768219,82.71891785,1.9,3.5,0.948,Lower-middle income,70.046,30.3,719053,Electoral Democracy,62.082,37.918,Central and Southern Asia
Bhutan,2015,95.44389343,1.994605031,34.4356494,2752.630172,67.75607874,4.548143951,104.2337723,84.01727295,1.8,3.2,0.966,Lower-middle income,70.419,39.8,727885,Electoral Democracy,61.322,38.678,Central and Southern Asia
Bhutan,2016,99.50035858,2.299881128,29.61697448,2930.574923,55.78807889,3.219886894,102.6606827,85.34536743,,,1.153,Lower-middle income,70.781,41.77264453,736706,Electoral Democracy,60.572,39.428,Central and Southern Asia
Bhutan,2017,97.7,2.394794826,30.08318938,3286.596744,52.72665514,4.95508367,101.334137,87.86759949,,,1.257,Lower-middle income,71.129,,745563,Electoral Democracy,59.833,40.167,Central and Southern Asia
Bhutan,2018,99.96877289,2.819866337,30.81770601,3243.477437,55.88719778,2.723963862,100.139679,90.09468079,,,1.662,Lower-middle income,71.46,,754396,Electoral Democracy,59.105,40.895,Central and Southern Asia
Botswana,2000,27.27221298,1.290308566,51.83181007,3522.310821,40.09291962,8.601485149,110.428421,80.41092682,14.8,17.3,3.778,Upper-middle income,,,,Electoral Democracy,46.781,,Sub-Saharan Africa
Botswana,2001,24.8,1.396228293,48.65760824,3278.016079,38.86745733,6.55903767,111.4173203,80.3061676,15.7,22.2,3.847,Upper-middle income,50.281,3.430886787,1674674,Electoral Democracy,45.938,54.062,Sub-Saharan Africa
Botswana,2002,31.68865013,1.691420364,52.15742678,3190.624811,39.67834728,8.032796625,111.5221786,81.50727081,,,3.975,Upper-middle income,50.232,3.385922351,1704637,Electoral Democracy,45.43,54.57,Sub-Saharan Africa
Botswana,2003,33.88325882,1.181536336,48.82685783,4330.972369,37.00718468,9.189902656,111.3464279,82.18070221,21.4,26.3,3.825,Upper-middle income,50.518,3.345190174,1734387,Electoral Democracy,44.971,55.029,Sub-Saharan Africa
Botswana,2004,36.06723022,1.073738478,49.61378778,5073.520408,41.38403511,6.945703637,110.886879,83.52474976,,,3.895,Upper-middle income,51.15,3.304889253,1765533,Electoral Democracy,44.512,55.488,Sub-Saharan Africa
Botswana,2005,38.23953629,1.048113912,52.92355354,5513.331063,35.58179851,8.610225285,111.1485901,83.61094666,,,4.093,Upper-middle income,52.13,3.262554036,1799077,Electoral Democracy,44.056,55.944,Sub-Saharan Africa
Botswana,2006,40.40270996,1.08164833,52.25447364,5521.990608,34.08011528,11.55521879,111.4676895,84.99632263,15.6,20,4.133,Upper-middle income,53.435,4.289932975,1835911,Electoral Democracy,43.6,56.4,Sub-Saharan Africa
Botswana,2007,42.56283188,1.066191495,54.51608256,5832.737052,40.58855625,7.080998472,109.8346481,85.10595703,,,4.228,Upper-middle income,54.983,5.28,1875458,Electoral Democracy,42.072,57.928,Sub-Saharan Africa
Botswana,2008,44.5,1.183608855,45.6739672,5713.543931,51.04194313,12.70218839,108.4972076,79.91677094,,,4.503,Upper-middle income,56.679,6.25,1915636,Electoral Democracy,40.556,59.444,Sub-Saharan Africa
Botswana,2009,43.36,1.072816707,34.80094895,5255.776533,51.88507096,8.027297031,108.2003632,,13,19.6,3.856,Upper-middle income,58.447,6.15,1953495,Electoral Democracy,39.063,60.937,Sub-Saharan Africa
Botswana,2010,51.78107071,1.078072645,43.63546396,6434.812485,51.26433138,6.948876587,,,14.6,21.4,4.536,Upper-middle income,60.211,6,1987106,Liberal Democracy,37.588,62.412,Sub-Saharan Africa
Botswana,2011,53.24,0.801415756,49.95053461,7617.310041,53.59504327,8.459872334,,,,,4.029,Upper-middle income,61.91,9,2015406,Liberal Democracy,36.135,63.865,Sub-Saharan Africa
Botswana,2012,55.87431335,1.111594861,49.2507438,7050.573472,61.40415121,7.536902611,105.0808487,,,,5.077,Upper-middle income,63.511,16,2039551,Liberal Democracy,35.232,64.768,Sub-Saharan Africa
Botswana,2013,57.89068604,1.281036642,61.52263966,7224.912737,61.03094241,5.884607071,105.001442,,,,5.663,Upper-middle income,64.976,30,2062551,Liberal Democracy,34.428,65.572,Sub-Saharan Africa
Botswana,2014,59.94039536,1.460486046,58.46678193,7780.634758,55.41794293,4.402253092,103.7176437,,,,6.85,Upper-middle income,66.265,36.74474744,2088619,Liberal Democracy,33.632,66.368,Sub-Saharan Africa
Botswana,2015,62.13,1.348664383,49.81556601,6799.870178,56.11928347,3.062031696,103.2383881,,,,5.425,Upper-middle income,67.338,37.31205037,2120716,Liberal Democracy,32.845,67.155,Sub-Saharan Africa
Botswana,2016,64.29515076,1.581414346,52.56108059,7243.933974,44.20111186,2.814957914,,,,,6.333,Upper-middle income,68.178,39.36299738,2159925,Liberal Democracy,32.067,67.933,Sub-Saharan Africa
Botswana,2017,67.4,1.540886296,39.67011422,7893.418671,35.93207786,3.308280768,,,,,7.059,Upper-middle income,68.812,41.41379464,2205076,Electoral Democracy,31.3,68.7,Sub-Saharan Africa
Botswana,2018,68.35865784,1.593391622,40.33770678,8279.818457,39.17005706,3.238015589,,,,,6.815,Upper-middle income,69.275,58,2254067,Electoral Democracy,30.554,69.446,Sub-Saharan Africa
Central African Republic,2000,6,0.551342837,20.37221359,251.2072914,25.2875684,3.203400916,,,,,0.267,Low income,,,,Electoral Autocracy,62.361,,Sub-Saharan Africa
Central African Republic,2001,5.761561871,0.515844727,17.15725384,250.3571459,22.5732459,3.834860602,77.83853912,12.00319004,,,0.245,Low income,44.061,0.078543428,3722016,Electoral Autocracy,62.28,37.72,Sub-Saharan Africa
Central African Republic,2002,6.226599216,0.503995511,15.96270494,260.7454587,20.14585984,2.331817035,68.23957062,12.02468967,,,0.245,Low income,44.063,0.128537117,3802129,Electoral Autocracy,62.198,37.802,Sub-Saharan Africa
Central African Republic,2003,6.682172775,0.433199158,18.23600384,293.661549,17.99522216,4.134709052,67.35006714,,,,0.234,Low income,44.182,0.151563338,3881185,Electoral Autocracy,62.116,37.884,Sub-Saharan Africa
Central African Republic,2004,7.127105236,0.411674316,13.99791751,320.7368123,19.24603741,-2.066406011,57.62015915,,,,0.234,Low income,44.413,0.223401395,3959883,Closed Autocracy,62.034,37.966,Sub-Saharan Africa
Central African Republic,2005,7.560374737,0.410869697,13.36275333,331.1630882,21.70818354,2.883520734,63.89601135,,,,0.234,Low income,44.744,0.268195609,4038380,Electoral Autocracy,61.931,38.069,Sub-Saharan Africa
Central African Republic,2006,7.805169325,0.421178952,14.31600515,354.6708633,22.07986508,6.695264658,63.46092987,,,,0.249,Low income,45.158,0.311159173,4118075,Electoral Autocracy,61.807,38.193,Sub-Saharan Africa
Central African Republic,2007,8.40559864,0.385475334,14.11532742,404.3745429,23.4655716,0.959917619,72.96401978,,,,0.253,Low income,45.636,0.375815961,4198004,Electoral Autocracy,61.661,38.339,Sub-Saharan Africa
Central African Republic,2008,7.48,0.345403645,11.0036647,464.5612047,23.43385711,9.258950994,83.78250122,,,,0.253,Low income,46.161,1,4273368,Electoral Autocracy,61.494,38.506,Sub-Saharan Africa
Central African Republic,2009,9.263563156,0.340113297,9.841649902,474.7056275,21.65259659,3.521262272,85.08270264,13.61705971,,,0.253,Low income,46.719,1.8,4337623,Electoral Autocracy,61.306,38.694,Sub-Saharan Africa
Central African Republic,2010,9.8,0.350233933,11.62580107,488.4217731,22.80468088,1.4910237,87.33161163,,,,0.264,Low income,47.312,2,4386765,Electoral Autocracy,61.096,38.904,Sub-Saharan Africa
Central African Republic,2011,10.3107233,0.339320326,13.1278201,551.7496918,21.34779823,1.194475724,87.67289734,17.62453079,,,0.278,Low income,47.95,2.2,4418639,Electoral Autocracy,60.865,39.135,Sub-Saharan Africa
Central African Republic,2012,10.89428234,0.361350613,11.550133,565.8011645,21.50931559,5.478295943,87.80935669,17.39388084,,,0.293,Low income,48.638,3,4436411,Electoral Autocracy,60.612,39.388,Sub-Saharan Africa
Central African Republic,2013,11.45654297,0.541530829,14.97295479,380.2978928,23.42633278,6.98879342,,,,,0.286,Low income,49.371,3.4,4447945,Electoral Autocracy,60.337,39.663,Sub-Saharan Africa
Central African Republic,2014,12.05214119,0.50919104,16.67578759,424.449106,36.41930443,14.89868418,,,,,0.289,Low income,50.129,3.6,4464171,Electoral Autocracy,60.041,39.959,Sub-Saharan Africa
Central African Republic,2015,12.74572849,0.594055276,17.06766062,377.422919,36.07748715,1.402970171,,,,,0.293,Low income,50.881,3.8,4493171,Electoral Autocracy,59.723,40.277,Sub-Saharan Africa
Central African Republic,2016,13.49867058,0.577361079,14.82187966,402.1916349,35.70876436,4.945432761,102.018898,15.03944016,,,0.297,Low income,51.593,4,4537683,Electoral Autocracy,59.382,40.618,Sub-Saharan Africa
Central African Republic,2017,14.16905403,0.563839756,17.25977376,450.900697,39.88377195,4.180723319,,17.13537979,,,0.297,Low income,52.24,,4596023,Electoral Autocracy,59.02,40.98,Sub-Saharan Africa
Central African Republic,2018,14.6539526,0.587510308,18.88362441,475.9538495,46.98002245,1.61215687,,,,,0.3,Low income,52.805,,4666375,Electoral Autocracy,58.636,41.364,Sub-Saharan Africa
Canada,2000,100,1.368024535,44.20923582,24271.00206,38.55612203,2.719439957,100.7887726,101.9231262,6.9,6.7,572.162,High income,,,,Liberal Democracy,20.522,,Europe and Northern America
Canada,2001,100,1.426103909,42.03995509,23822.06012,36.3042633,2.52512014,,,7.5,6.9,564.946,High income,79.33902439,60.2,31020902,Liberal Democracy,20.19,79.81,Europe and Northern America
Canada,2002,100,1.411498214,40.05865859,24255.33858,35.64837348,2.258394409,,,8.1,7.1,570.845,High income,79.4902439,61.59329927,31360079,Liberal Democracy,20.112,79.888,Europe and Northern America
Canada,2003,100,1.328856612,36.8659852,28300.4631,32.97410942,2.758563214,,,7.9,7.2,587.178,High income,79.74146341,64.2,31644028,Liberal Democracy,20.033,79.967,Europe and Northern America
Canada,2004,100,1.213863996,37.32777131,32143.68141,32.86464868,1.857258719,98.47679901,,7.5,6.9,585.703,High income,79.89268293,65.95596346,31940655,Liberal Democracy,19.955,80.045,Europe and Northern America
Canada,2005,100,1.135139099,36.85670732,36382.50792,32.90242569,2.213552034,97.36457062,101.3911896,7,6.5,576.434,High income,80.19268293,71.66,32243753,Liberal Democracy,19.878,80.122,Europe and Northern America
Canada,2006,100,1.078345249,35.40245922,40504.06073,32.64970526,2.002025395,98.88063049,101.7282486,6.5,6.1,570.95,High income,80.34390244,72.4,32571174,Liberal Democracy,19.787,80.213,Europe and Northern America
Canada,2007,100,1.015476068,34.22955516,44659.89514,32.05386458,2.138383993,98.96647644,101.9034882,6.4,5.7,594.221,High income,80.54390244,73.2,32889025,Liberal Democracy,19.604,80.396,Europe and Northern America
Canada,2008,100,0.983515585,34.39500555,46710.50558,32.62860281,2.370270674,98.01331329,102.3444366,6.6,5.7,575.587,High income,80.69512195,76.7,33247118,Liberal Democracy,19.422,80.578,Europe and Northern America
Canada,2009,100,1.087262396,28.51583432,40876.31015,29.95855751,0.299466803,99.00879669,102.7344437,9.5,7,542.55,High income,80.99512195,80.3,33628895,Liberal Democracy,19.242,80.758,Europe and Northern America
Canada,2010,100,0.949555813,29.16738193,47562.08343,31.04073957,1.776871541,98.64160156,102.3984833,8.8,7.2,555.55,High income,81.24634146,80.3,34004889,Liberal Democracy,19.063,80.937,Europe and Northern America
Canada,2011,100,0.885730903,30.67839192,52223.69611,31.82034685,2.912135089,98.1893692,103.3489609,8,7,566.741,High income,81.44878049,83,34339328,Liberal Democracy,18.904,81.096,Europe and Northern America
Canada,2012,100,0.895143708,30.35302552,52669.08996,32.24252342,1.515678231,99.51828003,109.9874878,7.7,6.8,569.737,High income,81.64878049,83,34714222,Liberal Democracy,18.863,81.137,Europe and Northern America
Canada,2013,100,0.922258924,30.33193867,52635.17496,31.89913623,0.938291898,100.3407135,109.4859924,7.5,6.6,576.327,High income,81.74878049,85.8,35082954,Liberal Democracy,18.822,81.178,Europe and Northern America
Canada,2014,100,1.025276113,31.73657587,50955.99832,32.64208628,1.906635907,101.5366592,109.3330994,7.4,6.4,575.942,High income,81.8,87.12,35437435,Liberal Democracy,18.782,81.218,Europe and Northern America
Canada,2015,100,1.246630006,31.84996096,43596.13554,34.3149411,1.125241361,102.4850769,110.3565292,7.5,6.3,575.907,High income,81.9,90,35702908,Liberal Democracy,18.741,81.259,Europe and Northern America
Canada,2016,100,1.296466175,31.50257241,42315.60371,33.86111211,1.428759547,101.0238724,112.5142822,7.7,6.2,564.033,High income,81.9,91.16,36109487,Liberal Democracy,18.7,81.3,Europe and Northern America
Canada,2017,100,1.264044482,31.45441015,45129.35644,33.6466507,1.596884129,100.9436798,113.7628632,6.8,5.9,572.834,High income,81.9,92.70137191,36545295,Liberal Democracy,18.65,81.35,Europe and Northern America
Canada,2018,100,1.274008207,32.34534558,46454.74339,34.23650752,2.268225672,101.501091,114.1235123,6.1,5.5,586.505,High income,82.04878049,94.64,37065178,Liberal Democracy,18.589,81.411,Europe and Northern America
Switzerland,2000,100,0.250205376,51.29844326,38952.0342,45.83671774,1.558529197,106.6896515,95.62875366,2.3,3.1,43.618,High income,,,,Liberal Democracy,26.617,,Europe and Northern America
Switzerland,2001,100,0.287853252,50.05254109,39727.84667,45.07841619,0.98902033,105.618721,95.33287048,1.7,3.5,45.082,High income,80.1804878,55.1,7229854,Liberal Democracy,26.625,73.375,Europe and Northern America
Switzerland,2002,100,0.265418854,48.38167008,42578.76314,42.277335,0.642711507,104.6274796,93.70813751,2.8,3.1,43.468,High income,80.38536585,61.4,7284753,Liberal Democracy,26.599,73.401,Europe and Northern America
Switzerland,2003,100,0.224284898,47.5483838,49470.39713,41.57947311,0.638272931,104.018158,93.78176117,3.8,4.5,44.652,High income,80.53658537,65.1,7339001,Liberal Democracy,26.573,73.427,Europe and Northern America
Switzerland,2004,100,0.212887233,51.06951282,54878.471,42.87103584,0.802908731,103.3386993,94.41706085,3.9,4.8,45.236,High income,81.08780488,67.8,7389625,Liberal Democracy,26.548,73.452,Europe and Northern America
Switzerland,2005,100,0.217375395,53.55667917,56546.78566,46.90404595,1.171954203,102.3071823,95.45321655,3.9,5.1,45.788,High income,81.23658537,70.1,7437115,Liberal Democracy,26.522,73.478,Europe and Northern America
Switzerland,2006,100,0.221966068,56.35432749,59300.61722,48.25267595,1.059509283,101.9868469,96.02689362,3.4,4.7,45.374,High income,81.4902439,75.7,7483934,Liberal Democracy,26.496,73.504,Europe and Northern America
Switzerland,2007,100,0.202830644,61.24646606,65359.51922,50.30809323,0.732350603,102.1081085,95.91104126,2.9,4.5,43.368,High income,81.74146341,77.2,7551117,Liberal Democracy,26.47,73.53,Europe and Northern America
Switzerland,2008,100,0.209432708,62.86630199,74572.23237,52.2704431,2.426041171,102.5406799,95.88604736,2.8,4,44.714,High income,81.99268293,79.2,7647675,Liberal Democracy,26.444,73.556,Europe and Northern America
Switzerland,2009,100,0.208907398,57.62192697,72083.1677,50.10337273,-0.480481936,102.8344421,95.60131073,3.8,4.5,43.535,High income,82.04390244,81.3,7743831,Liberal Democracy,26.419,73.581,Europe and Northern America
Switzerland,2010,100,0.180803275,64.39853517,77117.12601,53.48495891,0.688238707,102.8494568,96.11022949,4.5,5.2,45.05,High income,82.24634146,83.9,7824909,Liberal Democracy,26.393,73.607,Europe and Northern America
Switzerland,2011,100,0.156594501,65.8992879,91254.03476,57.19505374,0.231349208,103.1139221,96.41895294,4.1,4.8,40.986,High income,82.69512195,85.19302818,7912398,Liberal Democracy,26.369,73.631,Europe and Northern America
Switzerland,2012,100,0.172132639,67.406452,86547.67089,56.66373076,-0.692552018,103.153717,96.48052216,4.3,4.7,42.255,High income,82.69756098,85.2,7996861,Liberal Democracy,26.347,73.653,Europe and Northern America
Switzerland,2013,100,0.185837019,71.38153933,88109.48675,59.51009747,-0.217323155,103.6014786,98.89135742,4.6,4.9,43.186,High income,82.79756098,86.34,8089346,Liberal Democracy,26.326,73.674,Europe and Northern America
Switzerland,2014,100,0.168578592,63.80969914,89684.70758,52.48105578,-0.013202539,103.4874268,,4.7,5,39.234,High income,83.19756098,87.4,8188649,Liberal Democracy,26.304,73.696,Europe and Northern America
Switzerland,2015,100,0.1784735,62.39676988,84776.14217,50.72548459,-1.143908672,104.1841965,101.4737091,4.7,4.9,38.733,High income,82.89756098,87.4790556,8282396,Liberal Democracy,26.282,73.718,Europe and Northern America
Switzerland,2016,100,0.184030578,65.67369307,83073.28008,54.05447335,-0.434618664,104.6291122,102.5653763,4.8,5,39.193,High income,83.60243902,89.13468774,8373338,Liberal Democracy,26.261,73.739,Europe and Northern America
Switzerland,2017,100,0.190607934,65.07978297,83352.08865,54.19025424,0.53378784,105.1906815,102.4874268,4.6,5.1,38.182,High income,83.55121951,89.68614767,8451840,Liberal Democracy,26.239,73.761,Europe and Northern America
Switzerland,2018,100,0.188400889,66.17960527,86429.50082,53.6503195,0.936335464,105.4764709,102.5706787,4.4,5.1,36.895,High income,83.75365854,91.8,8514329,Liberal Democracy,26.203,73.797,Europe and Northern America
Chile,2000,97.938687,1.453546238,30.53170013,5074.902616,28.78412198,3.843272957,103.0135117,85.52158356,9.5,12.5,58.114,Upper-middle income,,,,Liberal Democracy,13.927,,Latin America and Caribbean
Chile,2001,97.13110352,1.507784833,32.39863012,4574.594716,30.7444961,3.56910053,,,9.6,11.9,52.576,Upper-middle income,76.634,19.1,15516112,Liberal Democracy,13.637,86.363,Latin America and Caribbean
Chile,2002,97.33703613,1.658233807,32.80393363,4446.249371,30.58979187,2.489398167,100.8430481,88.94139099,9.3,11.8,54.49,Upper-middle income,76.894,22.1,15684413,Liberal Democracy,13.394,86.606,Latin America and Caribbean
Chile,2003,98.782325,1.642573288,35.65904551,4772.563723,30.65724111,2.810178757,99.72118378,91.27256775,8.6,12,54.884,Upper-middle income,77.146,25.47377889,15849649,Liberal Democracy,13.335,86.665,Latin America and Caribbean
Chile,2004,97.71933746,1.446326349,39.80237039,6194.85272,29.93129296,1.054738714,104.1549988,92.37825775,8.6,13,59.047,Upper-middle income,77.391,28.17791012,16014972,Liberal Democracy,13.275,86.725,Latin America and Caribbean
Chile,2005,97.89350891,1.278729004,40.15981647,7598.528877,31.4569444,3.052576214,104.5610809,93.49674988,7.6,12.3,60.947,Upper-middle income,77.63,31.17534703,16182713,Liberal Democracy,13.217,86.783,Latin America and Caribbean
Chile,2006,99.368108,1.166375053,43.79510678,9464.548507,29.3035443,3.392017337,105.4123535,93.25523376,7.4,11.8,63.972,Upper-middle income,77.865,34.49775117,16354507,Liberal Democracy,13.158,86.842,Latin America and Caribbean
Chile,2007,98.22052002,1.193610349,45.06900389,10502.35071,31.33841161,4.407799384,106.7814789,92.08820343,7,10.9,70.707,Upper-middle income,78.099,35.9,16530201,Liberal Democracy,13.1,86.9,Latin America and Caribbean
Chile,2008,98.38568878,1.161888793,41.42416775,10751.4816,39.36560568,8.71626873,107.5443497,91.38500214,7.5,12.1,70.819,Upper-middle income,78.33,37.3,16708255,Liberal Democracy,13.041,86.959,Latin America and Caribbean
Chile,2009,99.593662,1.14789407,37.04077361,10208.90797,29.29642931,0.353045178,106.5049591,88.97956085,10,13.4,65.92,Upper-middle income,78.558,41.56,16886184,Liberal Democracy,12.983,87.017,Latin America and Caribbean
Chile,2010,99.64228821,1.015560299,37.74511254,12808.03834,31.31860345,1.41071108,103.7504807,90.00818634,7.5,9.9,71.33,Upper-middle income,78.779,45,17062531,Liberal Democracy,12.926,87.074,Latin America and Caribbean
Chile,2011,99.588193,0.996496319,37.76195747,14637.23344,34.44370847,3.341216943,103.4072495,90.46907806,6.3,8.9,78.084,Upper-middle income,78.986,52.24960729,17233584,Liberal Democracy,12.868,87.132,Latin America and Caribbean
Chile,2012,100,0.988070961,34.12185872,15351.54074,34.14998768,3.007448402,103.2480698,89.50108337,5.7,8.1,79.704,High income,79.176,55.05,17400359,Liberal Democracy,12.811,87.189,Latin America and Caribbean
Chile,2013,99.6,1.017502137,32.19947338,15842.93648,32.77400322,1.78955554,101.4587402,99.59391785,5.6,7.2,81.692,High income,79.349,58,17571511,Liberal Democracy,12.754,87.246,Latin America and Caribbean
Chile,2014,100,1.062363556,33.11074972,14670.98891,32.16183812,4.718675279,100.9414597,100.6820908,6.3,7.1,77.423,High income,79.504,61.11,17758969,Liberal Democracy,12.697,87.303,Latin America and Caribbean
Chile,2015,99.714844,1.223377104,29.3763486,13574.16924,29.5959267,4.348773532,100.6848373,101.7809296,6.1,7.1,81.633,High income,79.646,76.62959195,17969356,Liberal Democracy,12.64,87.36,Latin America and Caribbean
Chile,2016,100,1.270479653,28.14862788,13753.59215,27.53941361,3.786193559,100.9782562,101.7775269,6.4,7.3,84.154,High income,79.779,83.55858602,18209072,Liberal Democracy,12.578,87.422,Latin America and Caribbean
Chile,2017,99.7,1.209749543,28.43684723,14998.81706,27.21717417,2.182718469,101.4301605,101.8314209,6.6,7.5,84.062,High income,79.909,82.32748693,18470435,Liberal Democracy,12.51,87.49,Latin America and Caribbean
Chile,2018,100,1.211821395,28.50718355,15888.14436,28.81443921,2.434889814,102.1792221,102.3675537,6.7,8,85.829,High income,80.042,,18729166,Liberal Democracy,12.436,87.564,Latin America and Caribbean
China,2000,96.93087006,5.283052531,20.89344482,959.3724836,18.51709397,0.347811227,,60.25989914,,,3349.295,Lower-middle income,,,,Closed Autocracy,64.123,,Eastern and South-Eastern Asia
China,2001,97.21321869,5.124909247,20.31214574,1053.108243,18.21521353,0.719125609,112.3415909,60.08422089,,,3426.144,Lower-middle income,71.732,2.639650215,1271850000,Closed Autocracy,62.907,37.093,Eastern and South-Eastern Asia
China,2002,97.4872818,5.330136255,22.64474567,1148.50829,20.10265796,-0.731970902,,60.28450012,,,3782.439,Lower-middle income,72.061,4.595704331,1280400000,Closed Autocracy,61.575,38.425,Eastern and South-Eastern Asia
China,2003,97.75187683,5.774813522,26.98075653,1288.643252,24.82323147,1.127603487,,62.14112854,,,4452.31,Lower-middle income,72.381,6.2,1288400000,Closed Autocracy,60.224,39.776,Eastern and South-Eastern Asia
China,2004,98.00583649,5.913657469,31.06133758,1508.668098,28.44418664,3.824637431,,,,,5125.894,Lower-middle income,72.689,7.3,1296075000,Closed Autocracy,58.856,41.144,Eastern and South-Eastern Asia
China,2005,98.2481308,6.036138444,33.82985757,1753.417829,28.3780353,1.776414077,,,,,5771.168,Lower-middle income,72.985,8.523257003,1303720000,Closed Autocracy,57.478,42.522,Eastern and South-Eastern Asia
China,2006,98.48129272,5.817694399,36.03502555,2099.229435,28.44385835,1.649430995,100.9932785,71.32845306,,,6377.748,Lower-middle income,73.271,10.52315262,1311020000,Closed Autocracy,56.132,43.868,Eastern and South-Eastern Asia
China,2007,98.71140289,4.837144733,35.43479853,2693.970063,26.75856495,4.816767674,100.7070465,76.78765869,,,6861.751,Lower-middle income,73.553,16,1317885000,Closed Autocracy,54.801,45.199,Eastern and South-Eastern Asia
China,2008,98.94470215,4.376807316,32.60271402,3468.304602,25.01000133,5.92525137,100.7424393,81.71283722,,,7375.19,Lower-middle income,73.835,22.6,1324655000,Closed Autocracy,53.461,46.539,Eastern and South-Eastern Asia
China,2009,99.18741608,4.095579706,24.74985594,3832.236432,20.43501444,-0.728165251,100.0061035,85.45140839,,,7758.812,Lower-middle income,74.119,28.9,1331260000,Closed Autocracy,52.12,47.88,Eastern and South-Eastern Asia
China,2010,99.7,4.133827274,27.18533272,4550.453108,23.53174494,3.175324753,98.96421814,88.17340088,,,8500.543,Upper-middle income,74.409,34.3,1337705000,Closed Autocracy,50.774,49.226,Eastern and South-Eastern Asia
China,2011,99.85722351,3.877480776,26.56818935,5618.132267,24.17271524,5.553898923,99.04701996,,,,9388.199,Upper-middle income,74.708,38.3,1344130000,Closed Autocracy,49.489,50.511,Eastern and South-Eastern Asia
China,2012,99.96487427,3.658873395,25.49252222,6316.918318,22.77500014,2.619524326,99.79109955,,,,9633.899,Upper-middle income,75.013,42.30011749,1350695000,Closed Autocracy,48.235,51.765,Eastern and South-Eastern Asia
China,2013,99.99700928,3.491852745,24.59925444,7050.646271,22.14512114,2.621050017,99.56459808,,,,9796.527,Upper-middle income,75.321,45.8,1357380000,Closed Autocracy,46.987,53.013,Eastern and South-Eastern Asia
China,2014,100,3.301905115,23.51006091,7678.599486,21.39515505,1.921641628,95.7964325,,,,9820.36,Upper-middle income,75.629,47.9,1364270000,Closed Autocracy,45.741,54.259,Eastern and South-Eastern Asia
China,2015,100,3.200696554,21.35407988,8066.942635,18.11008945,1.437023809,96.31860352,,,,9683.201,Upper-middle income,75.928,50.3,1371220000,Closed Autocracy,44.5,55.5,Eastern and South-Eastern Asia
China,2016,100,3.175907431,19.58438005,8147.937705,17.31003496,2.000001822,97.96192169,,,,9552.517,Upper-middle income,76.21,53.2,1378665000,Closed Autocracy,43.264,56.736,Eastern and South-Eastern Asia
China,2017,100,3.106523067,19.69227699,8879.438667,17.94013625,1.593136001,99.40480804,,,,9750.726,Upper-middle income,76.47,54.3,1386395000,Closed Autocracy,42.04,57.96,Eastern and South-Eastern Asia
China,2018,100,2.984143625,19.11210354,9976.677137,18.34414004,2.0747904,100.2227478,,,,9956.569,Upper-middle income,76.704,59.2,1392730000,Closed Autocracy,40.848,59.152,Eastern and South-Eastern Asia
Cote d'Ivoire,2000,48.67458344,1.297862958,40.78102913,652.9278678,33.85677511,2.530775167,73.91165161,,,,6.463,Low income,,,,Electoral Autocracy,56.845,,Sub-Saharan Africa
Cote d'Ivoire,2001,49.66616821,1.510966943,40.70005794,664.708695,32.85029407,4.36152914,76.12586975,,,,7.398,Low income,49.495,0.395747702,16853027,Electoral Autocracy,56.432,43.568,Sub-Saharan Africa
Cote d'Ivoire,2002,51.4,1.352261091,47.46234948,719.9129843,32.40131462,3.077264852,76.47013092,,,,6.958,Low income,49.475,0.497929361,17231539,Electoral Autocracy,56.017,43.983,Sub-Saharan Africa
Cote d'Ivoire,2003,51.62330627,0.878292332,41.89141613,871.6665008,33.37607442,3.29680747,71.86367035,,,,5.133,Low income,49.572,0.758669629,17599613,Electoral Autocracy,55.601,44.399,Sub-Saharan Africa
Cote d'Ivoire,2004,52.58650208,1.141943596,46.40501472,922.8552737,38.20167264,1.457988356,,,,,7.335,Low income,49.788,0.849282415,17970493,Electoral Autocracy,55.183,44.817,Sub-Saharan Africa
Cote d'Ivoire,2005,58.9,1.105986657,49.89836053,931.2000763,44.02427718,3.885830399,,,,,7.497,Low income,50.12,1.039238205,18354513,Electoral Autocracy,54.766,45.234,Sub-Saharan Africa
